act,scene,character,dialogue,line_number
NA,None,[stage direction],Warkworth. Before the castle,NA
NA,None,[stage direction],"Enter RUMOUR, painted full of tongues",NA
NA,None,Rumour,Open your ears; for which of you will stop,1
NA,None,Rumour,The vent of hearing when loud Rumour speaks?,2
NA,None,Rumour,"I, from the orient to the drooping west,",3
NA,None,Rumour,"Making the wind my post-horse, still unfold",4
NA,None,Rumour,The acts commenced on this ball of earth:,5
NA,None,Rumour,"Upon my tongues continual slanders ride,",6
NA,None,Rumour,"The which in every language I pronounce,",7
NA,None,Rumour,Stuffing the ears of men with false reports.,8
NA,None,Rumour,"I speak of peace, while covert enmity",9
NA,None,Rumour,Under the smile of safety wounds the world:,10
NA,None,Rumour,"And who but Rumour, who but only I,",11
NA,None,Rumour,"Make fearful musters and prepared defence,",12
NA,None,Rumour,"Whiles the big year, swoln with some other grief,",13
NA,None,Rumour,"Is thought with child by the stern tyrant war,",14
NA,None,Rumour,And no such matter? Rumour is a pipe,15
NA,None,Rumour,"Blown by surmises, jealousies, conjectures",16
NA,None,Rumour,And of so easy and so plain a stop,17
NA,None,Rumour,"That the blunt monster with uncounted heads,",18
NA,None,Rumour,"The still-discordant wavering multitude,",19
NA,None,Rumour,Can play upon it. But what need I thus,20
NA,None,Rumour,My well-known body to anatomize,21
NA,None,Rumour,Among my household? Why is Rumour here?,22
NA,None,Rumour,I run before King Harry's victory;,23
NA,None,Rumour,Who in a bloody field by Shrewsbury,24
NA,None,Rumour,"Hath beaten down young Hotspur and his troops,",25
NA,None,Rumour,Quenching the flame of bold rebellion,26
NA,None,Rumour,Even with the rebel's blood. But what mean I,27
NA,None,Rumour,To speak so true at first? my office is,28
NA,None,Rumour,To noise abroad that Harry Monmouth fell,29
NA,None,Rumour,"Under the wrath of noble Hotspur's sword,",30
NA,None,Rumour,And that the king before the Douglas' rage,31
NA,None,Rumour,Stoop'd his anointed head as low as death.,32
NA,None,Rumour,This have I rumour'd through the peasant towns,33
NA,None,Rumour,Between that royal field of Shrewsbury,34
NA,None,Rumour,"And this worm-eaten hold of ragged stone,",35
NA,None,Rumour,"Where Hotspur's father, old Northumberland,",36
NA,None,Rumour,"Lies crafty-sick: the posts come tiring on,",37
NA,None,Rumour,And not a man of them brings other news,38
NA,None,Rumour,Than they have learn'd of me: from Rumour's tongues,39
NA,None,Rumour,"They bring smooth comforts false, worse than",40
NA,None,Rumour,true wrongs.,41
NA,None,[stage direction],Exit,NA
Act I,Scene I,[stage direction],Enter LORD BARDOLPH,NA
Act I,Scene I,Lord Bardolph,"Who keeps the gate here, ho?",42
Act I,Scene I,[stage direction],The Porter opens the gate,NA
Act I,Scene I,Lord Bardolph,Where is the earl?,43
Act I,Scene I,Porter,What shall I say you are?,44
Act I,Scene I,Lord Bardolph,Tell thou the earl,45
Act I,Scene I,Lord Bardolph,That the Lord Bardolph doth attend him here.,46
Act I,Scene I,Porter,His lordship is walk'd forth into the orchard;,47
Act I,Scene I,Porter,"Please it your honour, knock but at the gate,",48
Act I,Scene I,Porter,And he himself wilt answer.,49
Act I,Scene I,[stage direction],Enter NORTHUMBERLAND,NA
Act I,Scene I,Lord Bardolph,Here comes the earl.,50
Act I,Scene I,[stage direction],Exit Porter,NA
Act I,Scene I,Northumberland,"What news, Lord Bardolph? every minute now",51
Act I,Scene I,Northumberland,Should be the father of some stratagem:,52
Act I,Scene I,Northumberland,"The times are wild: contention, like a horse",53
Act I,Scene I,Northumberland,"Full of high feeding, madly hath broke loose",54
Act I,Scene I,Northumberland,And bears down all before him.,55
Act I,Scene I,Lord Bardolph,"Noble earl,",56
Act I,Scene I,Lord Bardolph,I bring you certain news from Shrewsbury.,57
Act I,Scene I,Northumberland,"Good, an God will!",58
Act I,Scene I,Lord Bardolph,As good as heart can wish:,59
Act I,Scene I,Lord Bardolph,The king is almost wounded to the death;,60
Act I,Scene I,Lord Bardolph,"And, in the fortune of my lord your son,",61
Act I,Scene I,Lord Bardolph,Prince Harry slain outright; and both the Blunts,62
Act I,Scene I,Lord Bardolph,Kill'd by the hand of Douglas; young Prince John,63
Act I,Scene I,Lord Bardolph,And Westmoreland and Stafford fled the field;,64
Act I,Scene I,Lord Bardolph,"And Harry Monmouth's brawn, the hulk Sir John,",65
Act I,Scene I,Lord Bardolph,"Is prisoner to your son: O, such a day,",66
Act I,Scene I,Lord Bardolph,"So fought, so follow'd and so fairly won,",67
Act I,Scene I,Lord Bardolph,"Came not till now to dignify the times,",68
Act I,Scene I,Lord Bardolph,Since Caesar's fortunes!,69
Act I,Scene I,Northumberland,How is this derived?,70
Act I,Scene I,Northumberland,Saw you the field? came you from Shrewsbury?,71
Act I,Scene I,Lord Bardolph,"I spake with one, my lord, that came from thence,",72
Act I,Scene I,Lord Bardolph,"A gentleman well bred and of good name,",73
Act I,Scene I,Lord Bardolph,That freely render'd me these news for true.,74
Act I,Scene I,Northumberland,"Here comes my servant Travers, whom I sent",75
Act I,Scene I,Northumberland,On Tuesday last to listen after news.,76
Act I,Scene I,[stage direction],Enter TRAVERS,NA
Act I,Scene I,Lord Bardolph,"My lord, I over-rode him on the way;",77
Act I,Scene I,Lord Bardolph,And he is furnish'd with no certainties,78
Act I,Scene I,Lord Bardolph,More than he haply may retail from me.,79
Act I,Scene I,Northumberland,"Now, Travers, what good tidings comes with you?",80
Act I,Scene I,Travers,"My lord, Sir John Umfrevile turn'd me back",81
Act I,Scene I,Travers,"With joyful tidings; and, being better horsed,",82
Act I,Scene I,Travers,Out-rode me. After him came spurring hard,83
Act I,Scene I,Travers,"A gentleman, almost forspent with speed,",84
Act I,Scene I,Travers,That stopp'd by me to breathe his bloodied horse.,85
Act I,Scene I,Travers,He ask'd the way to Chester; and of him,86
Act I,Scene I,Travers,I did demand what news from Shrewsbury:,87
Act I,Scene I,Travers,He told me that rebellion had bad luck,88
Act I,Scene I,Travers,And that young Harry Percy's spur was cold.,89
Act I,Scene I,Travers,"With that, he gave his able horse the head,",90
Act I,Scene I,Travers,And bending forward struck his armed heels,91
Act I,Scene I,Travers,Against the panting sides of his poor jade,92
Act I,Scene I,Travers,"Up to the rowel-head, and starting so",93
Act I,Scene I,Travers,"He seem'd in running to devour the way,",94
Act I,Scene I,Travers,Staying no longer question.,95
Act I,Scene I,Northumberland,Ha! Again:,96
Act I,Scene I,Northumberland,Said he young Harry Percy's spur was cold?,97
Act I,Scene I,Northumberland,Of Hotspur Coldspur? that rebellion,98
Act I,Scene I,Northumberland,Had met ill luck?,99
Act I,Scene I,Lord Bardolph,"My lord, I'll tell you what;",100
Act I,Scene I,Lord Bardolph,"If my young lord your son have not the day,",101
Act I,Scene I,Lord Bardolph,"Upon mine honour, for a silken point",102
Act I,Scene I,Lord Bardolph,I'll give my barony: never talk of it.,103
Act I,Scene I,Northumberland,Why should that gentleman that rode by Travers,104
Act I,Scene I,Northumberland,Give then such instances of loss?,105
Act I,Scene I,Lord Bardolph,"Who, he?",106
Act I,Scene I,Lord Bardolph,He was some hilding fellow that had stolen,107
Act I,Scene I,Lord Bardolph,"The horse he rode on, and, upon my life,",108
Act I,Scene I,Lord Bardolph,"Spoke at a venture. Look, here comes more news.",109
Act I,Scene I,[stage direction],Enter MORTON,NA
Act I,Scene I,Northumberland,"Yea, this man's brow, like to a title-leaf,",110
Act I,Scene I,Northumberland,Foretells the nature of a tragic volume:,111
Act I,Scene I,Northumberland,So looks the strand whereon the imperious flood,112
Act I,Scene I,Northumberland,Hath left a witness'd usurpation.,113
Act I,Scene I,Northumberland,"Say, Morton, didst thou come from Shrewsbury?",114
Act I,Scene I,Morton,"I ran from Shrewsbury, my noble lord;",115
Act I,Scene I,Morton,Where hateful death put on his ugliest mask,116
Act I,Scene I,Morton,To fright our party.,117
Act I,Scene I,Northumberland,How doth my son and brother?,118
Act I,Scene I,Northumberland,Thou tremblest; and the whiteness in thy cheek,119
Act I,Scene I,Northumberland,Is apter than thy tongue to tell thy errand.,120
Act I,Scene I,Northumberland,"Even such a man, so faint, so spiritless,",121
Act I,Scene I,Northumberland,"So dull, so dead in look, so woe-begone,",122
Act I,Scene I,Northumberland,"Drew Priam's curtain in the dead of night,",123
Act I,Scene I,Northumberland,And would have told him half his Troy was burnt;,124
Act I,Scene I,Northumberland,"But Priam found the fire ere he his tongue,",125
Act I,Scene I,Northumberland,And I my Percy's death ere thou report'st it.,126
Act I,Scene I,Northumberland,"This thou wouldst say, 'Your son did thus and thus;",127
Act I,Scene I,Northumberland,Your brother thus: so fought the noble Douglas:',128
Act I,Scene I,Northumberland,Stopping my greedy ear with their bold deeds:,129
Act I,Scene I,Northumberland,"But in the end, to stop my ear indeed,",130
Act I,Scene I,Northumberland,"Thou hast a sigh to blow away this praise,",131
Act I,Scene I,Northumberland,"Ending with 'Brother, son, and all are dead.'",132
Act I,Scene I,Morton,"Douglas is living, and your brother, yet;",133
Act I,Scene I,Morton,"But, for my lord your son--",134
Act I,Scene I,Northumberland,"Why, he is dead.",135
Act I,Scene I,Northumberland,See what a ready tongue suspicion hath!,136
Act I,Scene I,Northumberland,He that but fears the thing he would not know,137
Act I,Scene I,Northumberland,Hath by instinct knowledge from others' eyes,138
Act I,Scene I,Northumberland,"That what he fear'd is chanced. Yet speak, Morton;",139
Act I,Scene I,Northumberland,"Tell thou an earl his divination lies,",140
Act I,Scene I,Northumberland,And I will take it as a sweet disgrace,141
Act I,Scene I,Northumberland,And make thee rich for doing me such wrong.,142
Act I,Scene I,Morton,You are too great to be by me gainsaid:,143
Act I,Scene I,Morton,"Your spirit is too true, your fears too certain.",144
Act I,Scene I,Northumberland,"Yet, for all this, say not that Percy's dead.",145
Act I,Scene I,Northumberland,I see a strange confession in thine eye:,146
Act I,Scene I,Northumberland,Thou shakest thy head and hold'st it fear or sin,147
Act I,Scene I,Northumberland,"To speak a truth. If he be slain, say so;",148
Act I,Scene I,Northumberland,The tongue offends not that reports his death:,149
Act I,Scene I,Northumberland,"And he doth sin that doth belie the dead,",150
Act I,Scene I,Northumberland,Not he which says the dead is not alive.,151
Act I,Scene I,Northumberland,Yet the first bringer of unwelcome news,152
Act I,Scene I,Northumberland,"Hath but a losing office, and his tongue",153
Act I,Scene I,Northumberland,"Sounds ever after as a sullen bell,",154
Act I,Scene I,Northumberland,Remember'd tolling a departing friend.,155
Act I,Scene I,Lord Bardolph,"I cannot think, my lord, your son is dead.",156
Act I,Scene I,Morton,I am sorry I should force you to believe,157
Act I,Scene I,Morton,That which I would to God I had not seen;,158
Act I,Scene I,Morton,"But these mine eyes saw him in bloody state,",159
Act I,Scene I,Morton,"Rendering faint quittance, wearied and out-breathed,",160
Act I,Scene I,Morton,To Harry Monmouth; whose swift wrath beat down,161
Act I,Scene I,Morton,"The never-daunted Percy to the earth,",162
Act I,Scene I,Morton,From whence with life he never more sprung up.,163
Act I,Scene I,Morton,"In few, his death, whose spirit lent a fire",164
Act I,Scene I,Morton,"Even to the dullest peasant in his camp,",165
Act I,Scene I,Morton,"Being bruited once, took fire and heat away",166
Act I,Scene I,Morton,From the best temper'd courage in his troops;,167
Act I,Scene I,Morton,For from his metal was his party steel'd;,168
Act I,Scene I,Morton,"Which once in him abated, all the rest",169
Act I,Scene I,Morton,"Turn'd on themselves, like dull and heavy lead:",170
Act I,Scene I,Morton,"And as the thing that's heavy in itself,",171
Act I,Scene I,Morton,"Upon enforcement flies with greatest speed,",172
Act I,Scene I,Morton,"So did our men, heavy in Hotspur's loss,",173
Act I,Scene I,Morton,Lend to this weight such lightness with their fear,174
Act I,Scene I,Morton,That arrows fled not swifter toward their aim,175
Act I,Scene I,Morton,"Than did our soldiers, aiming at their safety,",176
Act I,Scene I,Morton,Fly from the field. Then was the noble Worcester,177
Act I,Scene I,Morton,"Too soon ta'en prisoner; and that furious Scot,",178
Act I,Scene I,Morton,"The bloody Douglas, whose well-labouring sword",179
Act I,Scene I,Morton,"Had three times slain the appearance of the king,",180
Act I,Scene I,Morton,'Gan vail his stomach and did grace the shame,181
Act I,Scene I,Morton,"Of those that turn'd their backs, and in his flight,",182
Act I,Scene I,Morton,"Stumbling in fear, was took. The sum of all",183
Act I,Scene I,Morton,"Is that the king hath won, and hath sent out",184
Act I,Scene I,Morton,"A speedy power to encounter you, my lord,",185
Act I,Scene I,Morton,Under the conduct of young Lancaster,186
Act I,Scene I,Morton,And Westmoreland. This is the news at full.,187
Act I,Scene I,Northumberland,For this I shall have time enough to mourn.,188
Act I,Scene I,Northumberland,"In poison there is physic; and these news,",189
Act I,Scene I,Northumberland,"Having been well, that would have made me sick,",190
Act I,Scene I,Northumberland,"Being sick, have in some measure made me well:",191
Act I,Scene I,Northumberland,"And as the wretch, whose fever-weaken'd joints,",192
Act I,Scene I,Northumberland,"Like strengthless hinges, buckle under life,",193
Act I,Scene I,Northumberland,"Impatient of his fit, breaks like a fire",194
Act I,Scene I,Northumberland,"Out of his keeper's arms, even so my limbs,",195
Act I,Scene I,Northumberland,"Weaken'd with grief, being now enraged with grief,",196
Act I,Scene I,Northumberland,"Are thrice themselves. Hence, therefore, thou nice crutch!",197
Act I,Scene I,Northumberland,A scaly gauntlet now with joints of steel,198
Act I,Scene I,Northumberland,"Must glove this hand: and hence, thou sickly quoif!",199
Act I,Scene I,Northumberland,Thou art a guard too wanton for the head,200
Act I,Scene I,Northumberland,"Which princes, flesh'd with conquest, aim to hit.",201
Act I,Scene I,Northumberland,Now bind my brows with iron; and approach,202
Act I,Scene I,Northumberland,The ragged'st hour that time and spite dare bring,203
Act I,Scene I,Northumberland,To frown upon the enraged Northumberland!,204
Act I,Scene I,Northumberland,Let heaven kiss earth! now let not Nature's hand,205
Act I,Scene I,Northumberland,Keep the wild flood confined! let order die!,206
Act I,Scene I,Northumberland,And let this world no longer be a stage,207
Act I,Scene I,Northumberland,To feed contention in a lingering act;,208
Act I,Scene I,Northumberland,But let one spirit of the first-born Cain,209
Act I,Scene I,Northumberland,"Reign in all bosoms, that, each heart being set",210
Act I,Scene I,Northumberland,"On bloody courses, the rude scene may end,",211
Act I,Scene I,Northumberland,And darkness be the burier of the dead!,212
Act I,Scene I,Travers,"This strained passion doth you wrong, my lord.",213
Act I,Scene I,Lord Bardolph,"Sweet earl, divorce not wisdom from your honour.",214
Act I,Scene I,Morton,The lives of all your loving complices,215
Act I,Scene I,Morton,"Lean on your health; the which, if you give o'er",216
Act I,Scene I,Morton,"To stormy passion, must perforce decay.",217
Act I,Scene I,Morton,"You cast the event of war, my noble lord,",218
Act I,Scene I,Morton,"And summ'd the account of chance, before you said",219
Act I,Scene I,Morton,"'Let us make head.' It was your presurmise,",220
Act I,Scene I,Morton,"That, in the dole of blows, your son might drop:",221
Act I,Scene I,Morton,"You knew he walk'd o'er perils, on an edge,",222
Act I,Scene I,Morton,More likely to fall in than to get o'er;,223
Act I,Scene I,Morton,You were advised his flesh was capable,224
Act I,Scene I,Morton,Of wounds and scars and that his forward spirit,225
Act I,Scene I,Morton,Would lift him where most trade of danger ranged:,226
Act I,Scene I,Morton,"Yet did you say 'Go forth;' and none of this,",227
Act I,Scene I,Morton,"Though strongly apprehended, could restrain",228
Act I,Scene I,Morton,"The stiff-borne action: what hath then befallen,",229
