act,scene,character,dialogue,line_number
Act I,Scene I,[stage direction],"Alarum. Enter YORK, EDWARD, RICHARD, NORFOLK, MONTAGUE, WARWICK, and Soldiers",NA
Act I,Scene I,Warwick,I wonder how the king escaped our hands.,1
Act I,Scene I,York,"While we pursued the horsemen of the north,",2
Act I,Scene I,York,He slily stole away and left his men:,3
Act I,Scene I,York,"Whereat the great Lord of Northumberland,",4
Act I,Scene I,York,"Whose warlike ears could never brook retreat,",5
Act I,Scene I,York,"Cheer'd up the drooping army; and himself,",6
Act I,Scene I,York,"Lord Clifford and Lord Stafford, all abreast,",7
Act I,Scene I,York,"Charged our main battle's front, and breaking in",8
Act I,Scene I,York,Were by the swords of common soldiers slain.,9
Act I,Scene I,Edward,"Lord Stafford's father, Duke of Buckingham,",10
Act I,Scene I,Edward,Is either slain or wounded dangerously;,11
Act I,Scene I,Edward,I cleft his beaver with a downright blow:,12
Act I,Scene I,Edward,"That this is true, father, behold his blood.",13
Act I,Scene I,Montague,"And, brother, here's the Earl of Wiltshire's blood,",14
Act I,Scene I,Montague,Whom I encounter'd as the battles join'd.,15
Act I,Scene I,Richard,Speak thou for me and tell them what I did.,16
Act I,Scene I,[stage direction],Throwing down SOMERSET's head,NA
Act I,Scene I,York,Richard hath best deserved of all my sons.,17
Act I,Scene I,York,"But is your grace dead, my Lord of Somerset?",18
Act I,Scene I,Norfolk,Such hope have all the line of John of Gaunt!,19
Act I,Scene I,Richard,Thus do I hope to shake King Henry's head.,20
Act I,Scene I,Warwick,"And so do I. Victorious Prince of York,",21
Act I,Scene I,Warwick,Before I see thee seated in that throne,22
Act I,Scene I,Warwick,"Which now the house of Lancaster usurps,",23
Act I,Scene I,Warwick,I vow by heaven these eyes shall never close.,24
Act I,Scene I,Warwick,"This is the palace of the fearful king,",25
Act I,Scene I,Warwick,"And this the regal seat: possess it, York;",26
Act I,Scene I,Warwick,For this is thine and not King Henry's heirs',27
Act I,Scene I,York,"Assist me, then, sweet Warwick, and I will;",28
Act I,Scene I,York,For hither we have broken in by force.,29
Act I,Scene I,Norfolk,We'll all assist you; he that flies shall die.,30
Act I,Scene I,York,"Thanks, gentle Norfolk: stay by me, my lords;",31
Act I,Scene I,York,"And, soldiers, stay and lodge by me this night.",32
Act I,Scene I,[stage direction],They go up,NA
Act I,Scene I,Warwick,"And when the king comes, offer no violence,",33
Act I,Scene I,Warwick,Unless he seek to thrust you out perforce.,34
Act I,Scene I,York,"The queen this day here holds her parliament,",35
Act I,Scene I,York,But little thinks we shall be of her council:,36
Act I,Scene I,York,By words or blows here let us win our right.,37
Act I,Scene I,Richard,"Arm'd as we are, let's stay within this house.",38
Act I,Scene I,Warwick,"The bloody parliament shall this be call'd,",39
Act I,Scene I,Warwick,"Unless Plantagenet, Duke of York, be king,",40
Act I,Scene I,Warwick,"And bashful Henry deposed, whose cowardice",41
Act I,Scene I,Warwick,Hath made us by-words to our enemies.,42
Act I,Scene I,York,"Then leave me not, my lords; be resolute;",43
Act I,Scene I,York,I mean to take possession of my right.,44
Act I,Scene I,Warwick,"Neither the king, nor he that loves him best,",45
Act I,Scene I,Warwick,"The proudest he that holds up Lancaster,",46
Act I,Scene I,Warwick,"Dares stir a wing, if Warwick shake his bells.",47
Act I,Scene I,Warwick,"I'll plant Plantagenet, root him up who dares:",48
Act I,Scene I,Warwick,"Resolve thee, Richard; claim the English crown.",49
