act,scene,character,dialogue,line_number
Act I,Scene II,Of Syracuse,Where is the gold I gave in charge to thee?,235
Act I,Scene II,Dromio Of Ephesus,"To me, sir? why, you gave no gold to me.",236
Act I,Scene II,Dromio Of Ephesus,ANTIPHOLUS,237
Act I,Scene II,Of Syracuse,"Come on, sir knave, have done your foolishness,",238
Act I,Scene II,Of Syracuse,And tell me how thou hast disposed thy charge.,239
Act I,Scene II,Dromio Of Ephesus,My charge was but to fetch you from the mart,240
Act I,Scene II,Dromio Of Ephesus,"Home to your house, the Phoenix, sir, to dinner:",241
Act I,Scene II,Dromio Of Ephesus,My mistress and her sister stays for you.,242
Act I,Scene II,Dromio Of Ephesus,ANTIPHOLUS,243
Act I,Scene II,Of Syracuse,"In what safe place you have bestow'd my money,",244
Act I,Scene II,Of Syracuse,Or I shall break that merry sconce of yours,245
Act I,Scene II,Of Syracuse,That stands on tricks when I am undisposed:,246
Act I,Scene II,Of Syracuse,Where is the thousand marks thou hadst of me?,247
Act I,Scene II,Dromio Of Ephesus,"I have some marks of yours upon my pate,",248
Act I,Scene II,Dromio Of Ephesus,"Some of my mistress' marks upon my shoulders,",249
Act I,Scene II,Dromio Of Ephesus,But not a thousand marks between you both.,250
Act I,Scene II,Dromio Of Ephesus,"If I should pay your worship those again,",251
Act I,Scene II,Dromio Of Ephesus,Perchance you will not bear them patiently.,252
Act I,Scene II,Dromio Of Ephesus,ANTIPHOLUS,253
Act I,Scene II,Of Syracuse,"Thy mistress' marks? what mistress, slave, hast thou?",254
Act I,Scene II,Dromio Of Ephesus,"Your worship's wife, my mistress at the Phoenix;",255
Act I,Scene II,Dromio Of Ephesus,"She that doth fast till you come home to dinner,",256
Act I,Scene II,Dromio Of Ephesus,And prays that you will hie you home to dinner.,257
Act I,Scene II,Dromio Of Ephesus,ANTIPHOLUS,258
Act I,Scene II,Of Syracuse,"What, wilt thou flout me thus unto my face,",259
Act I,Scene II,Of Syracuse,"Being forbid? There, take you that, sir knave.",260
Act I,Scene II,Dromio Of Ephesus,"What mean you, sir? for God's sake, hold your hands!",261
Act I,Scene II,Dromio Of Ephesus,"Nay, and you will not, sir, I'll take my heels.",262
Act I,Scene II,[stage direction],Exit,NA
Act I,Scene II,Dromio Of Ephesus,ANTIPHOLUS,263
Act I,Scene II,Of Syracuse,"Upon my life, by some device or other",264
Act I,Scene II,Of Syracuse,The villain is o'er-raught of all my money.,265
Act I,Scene II,Of Syracuse,"They say this town is full of cozenage,",266
Act I,Scene II,Of Syracuse,"As, nimble jugglers that deceive the eye,",267
Act I,Scene II,Of Syracuse,"Dark-working sorcerers that change the mind,",268
Act I,Scene II,Of Syracuse,"Soul-killing witches that deform the body,",269
Act I,Scene II,Of Syracuse,"Disguised cheaters, prating mountebanks,",270
Act I,Scene II,Of Syracuse,And many such-like liberties of sin:,271
Act I,Scene II,Of Syracuse,"If it prove so, I will be gone the sooner.",272
Act I,Scene II,Of Syracuse,"I'll to the Centaur, to go seek this slave:",273
Act I,Scene II,Of Syracuse,I greatly fear my money is not safe.,274
Act I,Scene II,[stage direction],Exit,NA
Act II,Scene I,[stage direction],Enter ADRIANA and LUCIANA,NA
Act II,Scene I,Adriana,"Neither my husband nor the slave return'd,",275
Act II,Scene I,Adriana,That in such haste I sent to seek his master!,276
Act II,Scene I,Adriana,"Sure, Luciana, it is two o'clock.",277
Act II,Scene I,Luciana,"Perhaps some merchant hath invited him,",278
Act II,Scene I,Luciana,And from the mart he's somewhere gone to dinner.,279
Act II,Scene I,Luciana,"Good sister, let us dine and never fret:",280
Act II,Scene I,Luciana,A man is master of his liberty:,281
Act II,Scene I,Luciana,"Time is their master, and, when they see time,",282
Act II,Scene I,Luciana,"They'll go or come: if so, be patient, sister.",283
Act II,Scene I,Adriana,Why should their liberty than ours be more?,284
Act II,Scene I,Luciana,Because their business still lies out o' door.,285
Act II,Scene I,Adriana,"Look, when I serve him so, he takes it ill.",286
Act II,Scene I,Luciana,"O, know he is the bridle of your will.",287
Act II,Scene I,Adriana,There's none but asses will be bridled so.,288
Act II,Scene I,Luciana,"Why, headstrong liberty is lash'd with woe.",289
Act II,Scene I,Luciana,There's nothing situate under heaven's eye,290
Act II,Scene I,Luciana,"But hath his bound, in earth, in sea, in sky:",291
Act II,Scene I,Luciana,"The beasts, the fishes, and the winged fowls,",292
Act II,Scene I,Luciana,Are their males' subjects and at their controls:,293
Act II,Scene I,Luciana,"Men, more divine, the masters of all these,",294
Act II,Scene I,Luciana,"Lords of the wide world and wild watery seas,",295
Act II,Scene I,Luciana,"Indued with intellectual sense and souls,",296
Act II,Scene I,Luciana,"Of more preeminence than fish and fowls,",297
Act II,Scene I,Luciana,"Are masters to their females, and their lords:",298
Act II,Scene I,Luciana,Then let your will attend on their accords.,299
Act II,Scene I,Adriana,This servitude makes you to keep unwed.,300
Act II,Scene I,Luciana,"Not this, but troubles of the marriage-bed.",301
Act II,Scene I,Adriana,"But, were you wedded, you would bear some sway.",302
Act II,Scene I,Luciana,"Ere I learn love, I'll practise to obey.",303
Act II,Scene I,Adriana,How if your husband start some other where?,304
Act II,Scene I,Luciana,"Till he come home again, I would forbear.",305
Act II,Scene I,Adriana,Patience unmoved! no marvel though she pause;,306
